"Result:VLR Subs(2026-06-02 164542)_20260602_164714.csv"
"Save Time:2026-06-02 16:47:14"
"User Name:fraser.msusa"


"NE Type Name:MSCServer"

"NE Names:HMSCLLG_NEW;HMSCLMB_NEW"

"Function Subset Name:Number of VLR Subscribers"

"Total 1,712 records"

"Start Time","Period (min)","NE Name","Local Zone","Number of Inter-MSC Location Update Subscribers Assigned Local NRIs in VLR (entries)","Peak Number of VLR Subscribers (entries)","Number of POOL Subscribers in VLR (entries)","Number of Local IN Subscribers in VLR (entries)","Number of Roaming IN Subscribers in VLR (entries)","Number of ALS Subscribers in VLR (entries)","Number of AoCC Subscribers in VLR (entries)","Number of AoCI Subscribers in VLR (entries)","Number of BAOC Subscribers in VLR (entries)","Number of BOIC Subscribers in VLR (entries)","Number of BOIC_EXHC Subscribers in VLR (entries)","Number of HOLD Subscribers in VLR (entries)","Number of CT Subscribers in VLR (entries)","Number of CW Subscribers in VLR (entries)","Number of IN Subscribers in VLR (entries)","Number of CFB Subscribers in VLR (entries)","Number of CFNRc Subscribers in VLR (entries)","Number of CFNRy Subscribers in VLR (entries)","Number of CFU Subscribers in VLR (entries)","Number of CLIP Subscribers in VLR (entries)","Number of CLIR Subscribers in VLR (entries)","Number of COLP Subscribers in VLR (entries)","Number of COLR Subscribers in VLR (entries)","Number of CUG Subscribers in VLR (entries)","Number of Data Service Subscribers in VLR (entries)","Number of D_CSI Subscribers in VLR (entries)","Number of GPRS Subscribers in VLR (entries)","Number of Hot Billing Subscribers in VLR (entries)","Number of IMSI Attached Subscribers in VLR (entries)","Number of IMSI Attached International Roaming Subscribers in VLR (entries)","Number of IMSI Attached National Roaming Subscribers in VLR (entries)","Number of IMSI Detached Subscribers in VLR (entries)","Number of International Roaming Subscribers in VLR (entries)","Number of National Roaming Subscribers in VLR (entries)","Number of LCS Subscribers in VLR (entries)","Number of Local Subscribers in VLR (entries)","Number of MO_SMS_CSI Subscribers in VLR (entries)","Number of MPTY Subscribers in VLR (entries)","Number of MT_SMS_CSI Subscribers in VLR (entries)","Number of M_CSI Subscribers in VLR (entries)","Number of ODB Subscribers in VLR (entries)","Number of ODB_BAOC Subscribers in VLR (entries)","Number of ODB_BOIC Subscribers in VLR (entries)","Number of ODB_BOICEXHC Subscribers in VLR (entries)","Number of OTHER_PLMN Subscribers in VLR (entries)","Number of OWN_PLMN Subscribers in VLR (entries)","Number of O_CSI Subscribers in VLR (entries)","Number of Number Range-triggered PPS Subscribers in VLR (entries)","Number of Roaming Subscribers in VLR (entries)","Number of IMSI Attached SIM Subscribers in VLR (entries)","Number of SS_CSI Subscribers in VLR (entries)","Total Number of Subscribers in VLR (entries)","Number of IMSI Attached USIM Subscribers in VLR (entries)","Number of VP Dual-Number Subscribers in VLR (entries)","Number of VT_CSI Subscribers in VLR (entries)","2G subscriber IMSI Attached  Rate (%)","3G subscriber IMSI Attached  Rate (%)","Number of 2G IMSI Attached Subscribers in VLR (entries)","Number of 2G Subscribers in VLR (entries)","Number of 3G IMSI Attached Subscribers in VLR (entries)","Number of 3G Subscribers in VLR (entries)","Number of A Subscribers in CCBS (entries)","Number of B Subscribers in CCBS (entries)","Number of CNAP Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached International Roaming 3G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 2G Subscribers in VLR (entries)","Number of IMSI Attached National Roaming 3G Subscribers in VLR (entries)","Number of International Roaming 2G Subscribers in VLR (entries)","Number of International Roaming 3G Subscribers in VLR (entries)","Number of National Roaming 2G Subscribers in VLR (entries)","Number of National Roaming 3G Subscribers in VLR (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for Both Calls) (entries)","Number of ODB ECT Barred Subscribers (ECT Initiator Charged for at Least One Call) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at Inter-Zonal Rate) (entries)","Number of ODB ECT Barred Subscribers (Initiator Charged for at Least One Call at International Rate) (entries)","Number of ODB Subscribers Not Allowed to Originate Multiple ECT Services (entries)","Number of SIM Subscribers in VLR (entries)","Number of SIP Subscribers in VLR (entries)","Number of Subscribers with All ODB ECT Services Barred (entries)","Number of Subscribers with All Outgoing Calls Barred When Roaming Outside the HPLMN Country (entries)","Number of Super-Charger Subscribers (entries)","Number of Super-Charger Subscribers Moved to Purge for Long Time No Action (entries)","Number of Super-Charger Subscribers Not Act in Local Office by CancelLocation Notice (entries)","Number of Super-Charger Subscribers Not Act in Local Office by SendIdentification notice (entries)","Number of USIM Subscribers in VLR (entries)","Number of Unknown Subscribers in VLR (entries)"
"2026-05-16 08:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2110361","2084505","2100155","6004","0","0","0","277","261","223386","2106333","468","762531","2106159","425990","435515","427507","56","2106680","14860","3562","6","0","2104300","0","0","0","1601554","5035","0","508830","9599","0","0","2100785","1000","2099023","0","0","1304","458","21","654","9599","2100785","2106159","0","9599","17062","0","2110384","1090037","0","0","86.493","73.035","16227","18761","1089337","1491533","0","9","0","48","3486","0","0","55","4868","0","0","0","0","0","0","0","21969","0","0","0","0","0","0","0","1493471","5146"
"2026-05-16 09:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2104788","2080375","2094386","6141","0","0","0","310","290","222506","2100651","468","761958","2100527","425441","434956","426992","50","2101045","15367","3585","6","0","2098668","0","0","0","1583717","5045","0","521071","9727","0","0","2095061","1061","2093410","0","0","1276","409","19","679","9727","2095061","2100527","0","9727","16734","0","2104788","1073718","0","0","85.645","72.279","15846","18502","1073068","1484622","0","13","0","53","3487","0","0","63","4925","0","0","0","0","0","0","0","21751","0","0","0","0","0","0","0","1486576","5203"
"2026-05-16 09:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2113941","2088155","2103697","6008","0","0","0","279","263","223604","2109865","469","763642","2109705","426944","436414","428436","61","2110204","14923","3526","7","0","2107827","0","0","0","1591151","5032","0","522762","9558","0","0","2104355","985","2102551","0","0","1305","460","22","657","9558","2104355","2109705","0","9558","16955","0","2113913","1082811","0","0","85.96","72.38","16084","18711","1082120","1495059","0","8","0","50","3478","0","0","58","4820","0","0","0","0","0","0","0","21909","0","0","0","0","0","0","0","1497031","5170"
"2026-05-16 10:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2100015","2025928","2041457","5914","0","0","0","278","257","218493","2047548","446","739556","2047371","405978","415287","407402","55","2047893","14651","3519","6","0","2045582","0","0","0","1525222","4971","0","526384","9500","0","0","2042106","938","2040362","0","0","1261","451","16","616","9500","2042106","2047371","0","9500","16197","0","2051606","1021302","0","0","85.44","71.171","15334","17947","1020631","1434063","0","9","0","53","3435","0","0","65","4780","0","0","0","0","0","0","0","21125","0","0","0","0","0","0","0","1436018","5133"
"2026-05-16 10:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2090974","2018509","2032570","6133","0","0","0","310","290","217548","2038821","481","738391","2038703","404625","413966","406127","53","2039206","15164","3563","7","0","2036854","0","0","0","1518084","4956","0","524825","9708","0","0","2033201","1078","2031722","0","0","1280","399","21","697","9708","2033201","2038703","0","9708","15987","0","2042909","1012252","0","0","84.462","71.044","15074","17847","1011612","1423921","0","12","0","53","3398","0","0","61","4870","0","0","0","0","0","0","0","21134","0","0","0","0","0","0","0","1425884","5250"
"2026-05-16 11:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2067601","2041923","2057418","5963","0","0","0","274","260","219717","2063567","460","745431","2063381","410697","420109","412191","55","2063911","14713","3546","7","0","2061606","0","0","0","1549032","5047","0","518590","9542","0","0","2058080","975","2056338","0","0","1280","445","19","650","9542","2058080","2063381","0","9542","16493","0","2067622","1046129","0","0","85.907","72.143","15605","18165","1045440","1449119","0","10","0","51","3449","0","0","60","4789","0","0","0","0","0","0","0","21369","0","0","0","0","0","0","0","1451087","5172"
"2026-05-16 11:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2058960","2034539","2048526","6234","0","0","0","313","287","218867","2054864","473","744608","2054760","410061","419475","411554","47","2055254","15220","3631","7","0","2052865","0","0","0","1541679","5061","0","517313","9821","0","0","2049171","1064","2047721","0","0","1274","405","21","681","9821","2049171","2054760","0","9821","16214","0","2058992","1037394","0","0","85.13","72.031","15291","17962","1036761","1439326","0","13","0","56","3481","0","0","66","4926","0","0","0","0","0","0","0","21281","0","0","0","0","0","0","0","1441311","5304"
"2026-05-16 12:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2077170","2051632","2066852","6077","0","0","0","273","256","220433","2073103","495","748889","2072929","413796","423363","415383","59","2073454","14798","3580","7","0","2071125","0","0","0","1564271","5123","0","512886","9658","0","0","2067499","1040","2065878","0","0","1331","447","17","691","9658","2067499","2072929","0","9658","16787","0","2077157","1062115","0","0","86.116","72.761","15779","18323","1061469","1458839","0","9","0","52","3454","0","0","60","4798","0","0","0","0","0","0","0","21645","0","0","0","0","0","0","0","1460794","5277"
"2026-05-16 12:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2069156","2044805","2058699","6238","0","0","0","313","290","219665","2065055","461","748387","2064937","413244","422634","414704","48","2065438","15273","3649","7","0","2063069","0","0","0","1558180","5089","0","510981","9831","0","0","2059330","1042","2057844","0","0","1240","394","23","665","9831","2059330","2064937","0","9831","16374","0","2069161","1054531","0","0","85.77","72.69","15460","18025","1053891","1449836","0","14","0","52","3499","0","0","62","4931","0","0","0","0","0","0","0","21301","0","0","0","0","0","0","0","1451815","5255"
"2026-05-16 13:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2084133","2058736","2073855","6090","0","0","0","283","258","221018","2080115","498","751735","2079945","416102","425753","417719","57","2080460","14818","3601","8","0","2078186","0","0","0","1580209","5137","0","503980","9654","0","0","2074535","1041","2072834","0","0","1326","445","20","681","9654","2074535","2079945","0","9654","16859","0","2084189","1078264","0","0","86.43","73.498","15891","18386","1077617","1466189","0","9","0","53","3529","0","0","60","4838","0","0","0","0","0","0","0","21660","0","0","0","0","0","0","0","1468138","5223"
"2026-05-16 13:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2077419","2053240","2067036","6179","0","0","0","307","289","220218","2073344","474","751054","2073215","415698","425066","417145","51","2073732","15315","3571","5","0","2071398","0","0","0","1575092","5055","0","502376","9789","0","0","2067679","1063","2066161","0","0","1277","394","21","691","9789","2067679","2073215","0","9789","16534","0","2077468","1071684","0","0","86.257","73.447","15628","18118","1071057","1458280","0","13","0","55","3499","0","0","61","4914","0","0","0","0","0","0","0","21362","0","0","0","0","0","0","0","1460258","5222"
"2026-05-16 14:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2085832","2061780","2075149","6489","0","0","0","310","291","220779","2081761","463","753984","2081638","418370","427813","419831","50","2082161","15378","3857","8","0","2079509","0","0","0","1601974","5411","0","483893","10078","0","0","2075789","1072","2074524","0","0","1282","405","19","697","10078","2075789","2081638","0","10078","16939","0","2085867","1096478","0","0","86.826","74.774","15759","18150","1095834","1465531","0","13","0","54","3567","0","0","63","4968","0","0","0","0","0","0","0","21601","0","0","0","0","0","0","0","1467511","5431"
"2026-05-16 14:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2091988","2066557","2081375","6298","0","0","0","280","257","221519","2087833","489","754761","2087673","418286","427862","419864","56","2088178","14806","3812","6","0","2085664","0","0","0","1606746","5393","0","485157","9861","0","0","2082042","1031","2080559","0","0","1317","441","21","674","9861","2082042","2087673","0","9861","17243","0","2091903","1102403","0","0","87.125","74.813","16133","18517","1101721","1472640","0","9","0","53","3566","0","0","60","4862","0","0","0","0","0","0","0","21939","0","0","0","0","0","0","0","1474587","5369"
"2026-05-16 15:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2092998","2068727","2082463","6203","0","0","0","307","287","221220","2088796","491","756315","2088666","420723","430107","422219","56","2089198","15406","3588","6","0","2086750","0","0","0","1633753","5234","0","459176","9806","0","0","2083123","1082","2081555","0","0","1292","400","18","707","9806","2083123","2088666","0","9806","16936","0","2092929","1124968","0","0","87.569","76.486","15991","18261","1124267","1472299","0","14","0","51","3553","0","0","59","4953","0","0","0","0","0","0","0","21449","0","0","0","0","0","0","0","1474272","5161"
"2026-05-16 15:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2099185","2074010","2088945","6087","0","0","0","276","258","222057","2095193","477","757252","2095032","420993","430549","422575","52","2095537","14809","3620","8","0","2093195","0","0","0","1638830","5209","0","460430","9667","0","0","2089593","1036","2087895","0","0","1326","443","20","679","9667","2089593","2095032","0","9667","17101","0","2099260","1131322","0","0","87.317","76.424","16179","18529","1130652","1479447","0","8","0","49","3608","0","0","55","4880","0","0","0","0","0","0","0","21738","0","0","0","0","0","0","0","1481391","5153"
"2026-05-16 16:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2085333","2033108","2047777","5998","0","0","0","274","246","218885","2053934","500","741500","2053775","407179","416602","408753","54","2054279","14739","3485","8","0","2052005","0","0","0","1637912","5202","0","420173","9575","0","0","2048510","1060","2046750","0","0","1350","427","21","703","9575","2048510","2053775","0","9575","16848","0","2058085","1125913","0","0","88.12","78.1","15911","18056","1125293","1440828","0","8","0","50","3656","0","0","57","4862","0","0","0","0","0","0","0","21209","0","0","0","0","0","0","0","1442746","5071"
"2026-05-16 16:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2078190","2028261","2041866","6035","0","0","0","308","294","218088","2048024","457","741034","2047901","407091","416277","408480","55","2048421","15164","3527","6","0","2046033","0","0","0","1632541","5109","0","419698","9650","0","0","2042589","1043","2040893","0","0","1236","402","17","665","9650","2042589","2047901","0","9650","16688","0","2052239","1119446","0","0","88.296","78.035","15730","17815","1118824","1433755","0","13","0","47","3508","0","0","55","4824","0","0","0","0","0","0","0","20986","0","0","0","0","0","0","0","1435682","5098"
"2026-05-16 17:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2081336","2056867","2070895","6072","0","0","0","279","248","220431","2077117","487","749709","2076967","414666","424074","416245","52","2077468","14729","3589","6","0","2075032","0","0","0","1739194","5469","0","342185","9650","0","0","2071729","1060","2069924","0","0","1337","433","19","692","9650","2071729","2076967","0","9650","17631","0","2081379","1209083","0","0","90.233","82.664","16473","18256","1208406","1461831","0","9","0","46","3651","0","0","52","4786","0","0","0","0","0","0","0","21538","0","0","0","0","0","0","0","1463762","5213"
"2026-05-16 17:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2074261","2050931","2063808","6069","0","0","0","307","293","219601","2070010","449","749094","2069877","414219","423416","415609","55","2070407","15204","3600","7","0","2067917","0","0","0","1733361","5375","0","340937","9687","0","0","2064611","1016","2062824","0","0","1230","400","18","654","9687","2064611","2069877","0","9687","17451","0","2074298","1202236","0","0","90.35","82.659","16337","18082","1201570","1453646","0","12","0","49","3596","0","0","55","4799","0","0","0","0","0","0","0","21309","0","0","0","0","0","0","0","1455593","5174"
"2026-05-16 18:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2099630","2075659","2088994","6197","0","0","0","269","251","221698","2095350","484","756384","2095191","420349","429861","421957","55","2095704","14818","3736","7","0","2093132","0","0","0","1802193","5843","0","297452","9809","0","0","2089836","1074","2088087","0","0","1332","429","24","692","9809","2089836","2095191","0","9809","18124","0","2099645","1258379","0","0","91.101","84.949","16819","18462","1257697","1480534","0","11","0","47","3886","0","0","54","4880","0","0","0","0","0","0","0","21794","0","0","0","0","0","0","0","1482468","5266"
"2026-05-16 18:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2084689","2062112","2074034","6236","0","0","0","307","292","220302","2080401","461","753228","2080270","418006","427188","419442","51","2080785","15182","3823","6","0","2078156","0","0","0","1787811","5722","0","296889","9847","0","0","2074853","1034","2073211","0","0","1244","395","17","675","9847","2074853","2080270","0","9847","17875","0","2084700","1243613","0","0","91.251","84.875","16541","18127","1242996","1464495","0","10","0","48","3801","0","0","53","4868","0","0","0","0","0","0","0","21490","0","0","0","0","0","0","0","1466391","5259"
"2026-05-16 19:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2103619","2079926","2092783","6412","0","0","0","273","256","222057","2099375","484","757933","2099195","421969","431462","423591","53","2099721","14899","3931","7","0","2096981","0","0","0","1770947","5935","0","332602","10048","0","0","2093501","1063","2092086","0","0","1355","431","23","701","10048","2093501","2099195","0","10048","17747","0","2103549","1230334","0","0","88.801","82.796","16429","18501","1229662","1485177","0","11","0","51","3996","0","0","59","5085","0","0","0","0","0","0","0","21880","0","0","0","0","0","0","0","1487103","5305"
"2026-05-16 19:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2090898","2068687","2080295","6319","0","0","0","304","287","220823","2086730","467","756020","2086614","420536","429719","421938","54","2087114","15139","3869","6","0","2084341","0","0","0","1759107","5667","0","331825","9879","0","0","2081053","1048","2079557","0","0","1236","397","15","669","9879","2081053","2086614","0","9879","17453","0","2090932","1218263","0","0","88.807","82.733","16209","18252","1217619","1471746","0","10","0","54","3822","0","0","60","4956","0","0","0","0","0","0","0","21549","0","0","0","0","0","0","0","1473659","5210"
"2026-05-16 20:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2093244","2070679","2082468","6451","0","0","0","308","286","221233","2089031","487","757349","2088919","421801","431059","423229","55","2089423","15186","3946","5","0","2086569","0","0","0","1657567","5456","0","435532","9980","0","0","2083119","1060","2081837","0","0","1255","395","14","691","9980","2083119","2088919","0","9980","16506","0","2093099","1134570","0","0","84.455","76.952","15435","18276","1133929","1473553","0","11","0","42","3759","0","0","53","5094","0","0","0","0","0","0","0","21567","0","0","0","0","0","0","0","1475476","5214"
"2026-05-16 20:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2104293","2079765","2092933","6436","0","0","0","273","259","222007","2099543","464","758064","2099369","422346","431805","423938","55","2099891","14920","3951","8","0","2097092","0","0","0","1665890","5625","0","437720","10037","0","0","2093573","1053","2092280","0","0","1334","431","23","688","10037","2093573","2099369","0","10037","16731","0","2103610","1143563","0","0","84.836","76.95","15698","18504","1142896","1485244","0","10","0","52","3924","0","0","63","5182","0","0","0","0","0","0","0","21751","0","0","0","0","0","0","0","1487193","5196"
"2026-05-16 21:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2093336","2070382","2082611","6585","0","0","0","302","284","221169","2089312","481","757457","2089196","422137","431452","423589","55","2089714","15292","4003","5","0","2086770","0","0","0","1526097","5173","0","567231","10113","0","0","2083215","1068","2082099","0","0","1261","388","14","699","10113","2083215","2089196","0","10113","15473","0","2093328","1033094","0","0","80.388","69.993","14662","18239","1032410","1475020","0","11","0","46","3623","0","0","56","5198","0","0","0","0","0","0","0","21508","0","0","0","0","0","0","0","1476980","5229"
"2026-05-16 21:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2104095","2079198","2093011","6474","0","0","0","279","262","222273","2099660","475","758558","2099485","422742","432214","424330","54","2100010","14923","3911","8","0","2097144","0","0","0","1534305","5245","0","569334","10060","0","0","2093579","1059","2092421","0","0","1352","441","23","697","10060","2093579","2099485","0","10060","15726","0","2103639","1041828","0","0","80.617","70.041","14973","18573","1041106","1486415","0","10","0","57","3705","0","0","71","5213","0","0","0","0","0","0","0","21744","0","0","0","0","0","0","0","1488402","5158"
"2026-05-16 22:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2103685","2077882","2092687","6526","0","0","0","280","260","222325","2099387","474","758567","2099213","422789","432276","424363","53","2099740","14871","3970","5","0","2096826","0","0","0","1440650","4943","0","662679","10109","0","0","2093220","1048","2092168","0","0","1346","435","25","700","10109","2093220","2099213","0","10109","15054","0","2103329","971801","0","0","77.997","65.355","14488","18575","971057","1485829","0","12","0","62","3545","0","0","75","5268","0","0","0","0","0","0","0","21710","0","0","0","0","0","0","0","1487842","5148"
"2026-05-16 22:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2093462","2069604","2082680","6637","0","0","0","304","286","221175","2089436","493","757759","2089317","422355","431657","423828","57","2089840","15349","4033","8","0","2086863","0","0","0","1434601","4934","0","658832","10172","0","0","2083261","1085","2082196","0","0","1276","396","13","704","10172","2083261","2089317","0","10172","14811","0","2093433","964684","0","0","77.865","65.363","14208","18247","963960","1474783","0","10","0","50","3525","0","0","58","5295","0","0","0","0","0","0","0","21454","0","0","0","0","0","0","0","1476765","5189"
"2026-05-16 23:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2103542","2076704","2092176","6590","0","0","0","274","258","222291","2098935","495","758723","2098766","422833","432349","424417","50","2099281","14922","3979","6","0","2096368","0","0","0","1394347","4756","0","708499","10157","0","0","2092689","1079","2091714","0","0","1354","438","26","715","10157","2092689","2098766","0","10157","14809","0","2102846","939479","0","0","76.854","63.161","14311","18621","938760","1486306","0","8","0","61","3446","0","0","78","5316","0","0","0","0","0","0","0","21761","0","0","0","0","0","0","0","1488308","5142"
"2026-05-16 23:00:00","60","HMSCLMB_NEW","LABEL=0, STATICAREAX=0","0","2093665","2069226","2082808","6679","0","0","0","302","288","221223","2089609","480","757679","2089487","422468","431790","423945","59","2090011","15352","4070","6","0","2087000","0","0","0","1387409","4738","0","706180","10217","0","0","2083372","1074","2082366","0","0","1273","393","12","701","10217","2083372","2089487","0","10217","14471","0","2093589","931537","0","0","76.576","63.072","13949","18216","930827","1475815","0","14","0","41","3428","0","0","56","5323","0","0","0","0","0","0","0","21424","0","0","0","0","0","0","0","1477808","5201"
"2026-05-17 00:00:00","60","HMSCLLG_NEW","LABEL=0, STATICAREAX=0","0","2103327","2076810","2092441","6668","0","0","0","270","256","222293","2099271","481","758840","2099109","423120","432642","424701","53","2099618","14985","4015","6","0","2096652","0","0","0","1362987","4671","0","740158","10210","0","0","2092935","1074","2092035","0","0","1335","437","23","706","10210","2092935","2099109","0","10210","14630","0","2103145","916499","0","0","76.011","61.609","14151","18617","915771","1486422","0","10","0","61","3369","0","0","81","5354","0","0","0","0","0","0","0","21747","0","0","0","0","0","0","0","1488434","5142"
